timestamp,state,signal,target_signal,x,y,car_heading,car_velocity,lateral_acc,longitudinal_acc,pitch_rate,roll_rate,yaw_rate,packet_rate,rtt,speed,delay,car_distance,ttc
1762080122.3549964,0,0,0,1386.867593197166,-68.52777941493709,-232.93755374453542,1.6418312788009644,-0.00030430456822346354,-0.015506025086502399,-5.4635988155915825e-05,1.7928533523409574e-07,-5.93608120694875e-06,79.2300033569336,79.0,0.5339999794960022,29.0,4.494431972503662,-2.7341224722991875
1762080122.4549577,0,0,0,1386.77203669337,-68.40230942799728,-232.93159826163344,1.5375120639801025,0.0003444892548492024,-0.008909847277861933,-1.1300134959541273e-05,-1.0517342368830798e-05,2.089827297016586e-05,80.2699966430664,91.0,0.5339999794960022,8.0,4.610588550567627,-2.994840452273227
1762080122.554992,0,0,0,1386.6832212790707,-68.28510353185953,-232.91859751400176,1.4280909299850464,-0.0005975565290246196,-0.017872894378267147,-1.1652192128994337e-05,3.792996306368355e-05,2.9078320438708393e-05,78.87999725341797,72.0,0.5339999794960022,11.0,4.723010063171387,-3.3023936671811063
1762080122.654993,0,0,0,1386.6010793828532,-68.1767430494222,-232.91202986664047,1.317765235900879,-6.03606894590855e-05,-0.008345039444879469,4.00483314130974e-05,1.5233667563752054e-05,8.158990886927385e-06,78.06999969482422,85.0,0.5299999713897705,8.0,4.871001243591309,-3.691977144428468
1762080122.754956,0,0,0,1386.5252732931256,-68.07666590171672,-232.89988987581734,1.216626763343811,-0.0007248100294508226,-0.01542450251871343,7.003915676967192e-05,1.4884284382890007e-05,5.096025386448164e-05,78.33000183105469,90.0,0.5299999713897705,40.0,4.9879584312438965,-4.097166054519706
1762080122.8549843,0,0,0,1386.455305590585,-67.98460651657905,-232.8845823045071,1.1208592653274536,-0.00023989858458692715,-0.007371829412367022,6.62589735124976e-06,1.859964136627284e-06,1.274004780348345e-05,80.16000366210938,106.0,0.5299999713897705,62.0,5.060937881469727,-4.514757097237327
1762080122.9549773,0,0,0,1386.3907738580297,-67.89992231954035,-232.87943797876102,1.030798316001892,-0.0002032001665844478,-0.013947802088508869,4.375817795124163e-05,-8.970249002765815e-06,1.352588374376297e-05,79.69000244140625,79.0,0.5299999713897705,13.0,5.11250638961792,-4.95918893528563
1762080123.0549781,0,0,0,1386.331564435189,-67.82211289777405,-232.87269156102178,0.9469894766807556,-0.0003068296664299993,-0.006368824457136628,2.513254876631958e-05,1.483164386782486e-05,1.0655622918836927e-05,78.97000122070312,134.0,0.5299999713897705,62.0,5.194742679595947,-5.481413774458839
1762080123.1549573,0,0,0,1386.277652132988,-67.75016522674674,-232.86805185814467,0.8678998947143555,-0.00048338426784543323,-0.0059093329948319475,1.154532510644759e-05,-1.9494142893861992e-05,-1.4675045750713976e-06,78.19000244140625,62.0,0.5299999713897705,12.0,5.3133625984191895,-6.119158991139034
1762080123.25496,0,0,0,1386.2280780284552,-67.68429982793664,-232.86945078683402,0.7956544160842896,6.917701930224396e-05,-0.005682692391751615,1.9267261631575204e-05,-3.043595974197299e-05,3.272791416832483e-06,79.23999786376953,100.0,0.5299999713897705,51.0,5.340789318084717,-6.708941402833373
