timestamp,state,signal,target_signal,x,y,car_heading,car_velocity,lateral_acc,longitudinal_acc,pitch_rate,roll_rate,yaw_rate,packet_rate,rtt,speed,delay,car_distance,ttc
1760504971.8344088,0,0,0,17.36391218130411,18.322531525613215,-44.63951403814713,3.4463789463043213,0.012811449712142185,-0.02614442071278445,2.370743608003023e-05,0.00031110070297357434,-0.003938196970080295,95.69000244140625,221.0,0.14100000262260437,46.0,26.535158157348633,-70.47080783725737
1760504971.9343882,0,0,0,17.601076854026374,18.0832805099874,-46.07805898570382,3.2829716205596924,0.00478984638470057,-0.0136465026571712,-4.398664548978473e-05,-1.4153026262965047e-05,-0.002137445621627367,95.73999786376953,161.0,0.14100000262260437,67.0,26.515119552612305,-64.89335051958457
1760504972.0343957,0,0,0,17.821535280734455,17.85088402220379,-47.61472786585168,3.115548849105835,0.014249607944854506,-0.02606599812415449,-0.00016312212966669681,7.715529488411791e-05,-0.004526273448603464,95.58999633789062,180.0,0.14100000262260437,67.0,26.447349548339844,-109.66152373928749
1760504972.1345074,0,0,0,18.024366431431133,17.624488988431494,-49.24148152407756,2.954832077026367,0.007656052285338805,-0.011289147749240901,-6.477014807225361e-05,1.5208999124813866e-05,-0.0023316897910379444,95.83000183105469,146.0,0.14100000262260437,53.0,26.458881378173828,-74.293157027272
1760504972.2344003,0,0,0,18.20973190325299,17.402361818411702,-50.922857198605584,2.8219053745269775,0.010953009333916448,-0.017648934945327405,3.9698745916711954e-05,5.27751708488196e-05,-0.0049436324555798515,95.8499984741211,163.0,0.14100000262260437,90.0,26.370452880859375,-88.7012717471326
1760504972.3344002,0,0,0,18.38123992685605,17.184232382666803,-52.71352392804303,2.714015007019043,0.006748569637293346,-0.00807669020675973,5.854738480728479e-05,1.4508036604840858e-05,-0.00261507273707232,95.12000274658203,210.0,0.14100000262260437,96.0,26.31311798095703,-81.19525299483468
1760504972.434409,0,0,0,18.54020928783231,16.96960020782179,-54.58114978390046,2.614133834838867,0.016186303309779257,-0.01711323053163652,4.600011026611737e-05,0.00023139124267727992,-0.0051713649387473025,95.5,115.0,0.14100000262260437,62.0,26.326236724853516,-117.42774040890117
1760504972.5344713,0,0,0,18.68508160619986,16.75717953611614,-56.44070771406308,2.511082410812378,0.006338788334518122,-0.008013281192383856,6.170159118161826e-06,0.00014954556056239843,-0.002678796491906867,95.69999694824219,157.0,0.14100000262260437,63.0,26.246868133544922,-65.11166011236453
1760504972.634481,0,0,0,18.81710904527535,16.54824226282872,-58.375121779514444,2.415750503540039,0.012379535731768969,-0.012814096979416873,-2.1287734790741105e-05,0.00041600670507202763,-0.005490384186837281,96.08999633789062,120.0,0.14100000262260437,47.0,26.090518951416016,-51.61145802284209
1760504972.7344797,0,0,0,18.937790991392088,16.342285515771493,-60.334583530598394,2.341251850128174,0.006752555763274144,-0.004554514805758935,3.0316609067284487e-05,9.281220345934451e-05,-0.0026854429805508416,95.5199966430664,160.0,0.14100000262260437,67.0,25.972003936767578,-58.364906843945526
